PublYearMonth,Company,M,L,C,KD,S,V,MP,SD,FI,Uncertain,n,PublDate,collectPeriodFrom,collectPeriodTo,approxPeriod,house
2018-apr,YouGov,19.9,4,8.9,3.2,23.3,8.5,3.9,22.1,2.6,18,1545,2018-04-19,2018-04-13,2018-04-16,FALSE,YouGov
2018-apr,Skop,25.1,5.1,9,4.3,26.7,7,3.5,16.7,2.3,5,1362,2018-04-16,2018-03-16,2018-04-13,FALSE,Skop
2018-apr,Sifo,23,4.4,9.7,3.4,28.4,8.1,4.1,14.8,2.6,11.8,9049,2018-04-13,2018-04-02,2018-04-12,FALSE,Sifo
2018-apr,Inizio,23.3,3.9,9,5.1,27.3,6.5,4,15.9,2.3,6.6,2109,2018-04-11,2018-04-03,2018-04-09,FALSE,Inizio
2018-apr,Demoskop,22.2,4,9.5,3.3,25.9,8.7,5.2,18.8,1.3,12.1,1600,2018-04-05,2018-03-27,2018-04-04,FALSE,Demoskop
2018-mar,Novus,22.6,5,9.3,3.2,27.8,7.8,3.8,17.8,NA,7.1,5462,2018-03-25,2018-02-19,2018-03-18,FALSE,Novus
2018-mar,Ipsos,21,5,10,3,28,9,4,17,NA,17,1839,2018-03-21,2018-03-09,2018-03-19,FALSE,Ipsos
2018-mar,YouGov,18.8,4.7,7.6,3.6,24,8.3,4,22.4,2.5,24,1516,2018-03-21,2018-03-16,2018-03-19,FALSE,YouGov
2018-mar,Sifo,23.1,4.4,10,3,29,7.7,3.8,15.9,1.8,11.9,9724,2018-03-16,2018-03-05,2018-03-15,FALSE,Sifo
2018-mar,Sentio,19.5,3.9,6.5,4.8,24.6,8.1,4.7,23,2,25,1004,2018-03-15,2018-03-08,2018-03-14,FALSE,Sentio
2018-mar,Inizio,24.5,3.6,8.8,5.9,26.4,6.9,3.3,15.7,2.6,6.8,2324,2018-03-09,2018-03-01,2018-03-05,FALSE,Inizio
2018-mar,Demoskop,21.8,5.1,7.9,3.3,27.2,8.5,4.6,18.6,1.8,12.6,1620,2018-03-09,2018-02-27,2018-03-07,FALSE,Demoskop
2018-feb,YouGov,20.5,4.7,9.3,2.6,22.4,10,3.4,22.1,2.5,24,1521,2018-02-22,2018-02-16,2018-02-19,FALSE,YouGov
2018-feb,Novus,23.7,4.6,8.8,2.7,28.4,8.1,4.3,17.1,NA,7.6,5002,2018-02-22,2018-01-22,2018-02-18,FALSE,Novus
2018-feb,Ipsos,21,5,11,3,29,9,3,16,2,16,1642,2018-02-20,2018-02-08,2018-02-19,FALSE,Ipsos
2018-feb,Sentio,21,4.4,10.8,2.2,24.6,9,3.3,21.9,1.8,31,1002,2018-02-20,2018-02-09,2018-02-14,FALSE,Sentio
2018-feb,Sifo,23.8,5,10.5,2.8,27.3,7.2,4.6,16.2,1.4,14.4,9878,2018-02-16,2018-02-05,2018-02-15,FALSE,Sifo
2018-feb,Skop,25,5.1,10.7,3.5,26.9,7.7,3.1,15.5,2,5,1351,2018-02-12,2018-01-11,2018-02-02,FALSE,Skop
2018-feb,Demoskop,23.9,4.9,9.3,3.5,27.3,7.2,5.1,15.4,2.1,11.8,1619,2018-02-09,2018-01-30,2018-02-06,FALSE,Demoskop
2018-feb,Inizio,24.6,4,9.3,4.1,28.5,6.8,3.2,15.6,2.1,NA,2133,2018-02-07,2018-01-30,2018-02-05,FALSE,Inizio
2018-jan,Ipsos,25,5,9,3,28,7,4,16,2,17,1640,2018-01-28,2018-01-10,2018-01-21,FALSE,Ipsos
2018-jan,Novus,23.8,5,8.9,2.7,28.6,7.6,4.1,16.5,NA,6.2,4006,2018-01-25,2018-01-02,2018-01-21,FALSE,Novus
2018-jan,Sentio,19.9,3.6,8.6,2.9,27,7.1,3.8,22.2,2.7,29,1191,2018-01-20,2018-01-12,2018-01-16,FALSE,Sentio
2018-jan,Sifo,24.4,5.1,8.8,2.9,27.8,7.7,4.1,16.2,2.1,11.3,9876,2018-01-19,2018-01-08,2018-01-18,FALSE,Sifo
2018-jan,YouGov,20.9,3.8,9.1,2.5,26.2,7.8,4.5,20.5,2.1,24,1526,2018-01-19,2018-01-12,2018-01-15,FALSE,YouGov
2018-jan,Demoskop,22.6,4.5,9.2,2.9,27.8,7.2,4.4,17.9,1.9,11.8,1621,2018-01-11,2018-01-02,2018-01-09,FALSE,Demoskop
2018-jan,Inizio,23.7,3.4,9.9,4,28.3,7.4,3.6,16,NA,NA,2268,2018-01-10,2018-01-03,2018-01-08,FALSE,Inizio
2017-dec,Novus,21.3,5.4,9.8,3.3,29.5,7.5,4.3,16.8,NA,6.6,4008,2017-12-29,2017-11-27,2017-12-21,FALSE,Novus
2017-dec,YouGov,22.7,4.9,7.9,3.3,25.5,7,3.9,20.5,2.1,15,1520,2017-12-21,2017-12-15,2017-12-18,FALSE,YouGov
2017-dec,Ipsos,23,5,10,3,28,7,4,16,2,13,2029,2017-12-21,2017-12-06,2017-12-14,FALSE,Ipsos
2017-dec,Sifo,22,5,10.2,2.7,29.3,7.4,4.1,16.5,1.9,12.1,10516,2017-12-15,2017-12-04,2017-12-14,FALSE,Sifo
2017-dec,Inizio,23.7,3.9,10.1,4.8,27.5,6.6,3.1,15.9,1.7,7.5,2143,2017-12-14,2017-12-06,2017-12-12,FALSE,Inizio
2017-dec,Sentio,20.2,4.6,10,3,23,8,3.9,23,1.6,27,1208,2017-12-11,2017-12-01,2017-12-06,FALSE,Sentio
2017-dec,Demoskop,20.9,5.8,9.1,3,27.1,8.5,3.9,18.3,2.2,10.8,1608,2017-12-07,2017-11-28,2017-12-05,FALSE,Demoskop
2017-dec,SCB,22.2,4.2,9.5,3.1,32.6,7,3.8,14.8,NA,NA,8919,2017-12-05,2017-10-27,2017-11-28,FALSE,SCB
2017-nov,Novus,19.9,5.5,11,3.6,28.6,7.3,5,16.6,NA,5.9,4014,2017-11-30,2017-10-30,2017-11-26,FALSE,Novus
2017-nov,Sentio,18.2,4.2,9.1,3.3,26.6,7.7,4.8,21.7,1.9,27,1174,2017-11-24,2017-11-16,2017-11-21,FALSE,Sentio
2017-nov,YouGov,20.2,4.5,10.3,2.8,25.2,7.6,4.6,20.7,1.3,NA,1524,2017-11-23,2017-11-17,2017-11-20,FALSE,YouGov
2017-nov,Ipsos,21,5,11,3,28,8,5,16,2,17,1614,2017-11-22,2017-11-09,2017-11-19,FALSE,Ipsos
2017-nov,Inizio,23.2,3.3,10.1,4,28.6,6.8,4,15.4,2,8.3,2265,2017-11-16,2017-11-08,2017-11-13,FALSE,Inizio
2017-nov,Sifo,22.4,5.4,10.3,3.1,29.8,6.9,4.2,14.7,2.1,15.3,10672,2017-11-11,2017-10-30,2017-11-09,FALSE,Sifo
2017-nov,Skop,22.2,4.8,11.9,3.4,28.3,7.4,3.5,16,1.7,7,1197,2017-11-03,2017-10-10,2017-10-31,FALSE,Skop
2017-nov,Demoskop,21.9,4.9,9.1,2.8,28.2,7.5,4.4,18.1,2.2,NA,1625,2017-11-02,2017-10-25,2017-11-01,FALSE,Demoskop
2017-nov,Novus,20.6,4.8,10.8,3.8,29.8,7.6,4,16.2,NA,7,4005,2017-11-02,2017-10-02,2017-10-29,FALSE,Novus
2017-okt,YouGov,19.9,5.4,9,3,25.2,7.7,3.2,21.9,2.1,15,1511,2017-10-26,2017-10-20,2017-10-23,FALSE,YouGov
2017-okt,Ipsos,22,6,10,3,30,7,4,15,2,13,1609,2017-10-25,2017-10-12,2017-10-22,FALSE,Ipsos
2017-okt,Sifo,18.6,6.1,12.3,2.9,30.5,8.3,3.8,15,1.1,NA,11228,2017-10-14,2017-10-02,2017-10-12,FALSE,Sifo
2017-okt,Inizio,18.7,3.7,11.5,4.4,30.1,6.6,3.2,17.9,1.7,9.2,5794,2017-10-12,2017-10-03,2017-10-09,FALSE,Inizio
2017-okt,Sentio,16.8,5.5,9.6,2.3,25.9,8.8,4,22.8,1.9,24,1050,2017-10-11,2017-10-05,2017-10-09,FALSE,Sentio
2017-okt,Novus,16.2,6.4,12.5,3.5,29.4,7.9,4.3,17.5,NA,7.8,4003,2017-10-08,2017-09-04,2017-10-01,FALSE,Novus
2017-okt,Demoskop,17.2,4.5,12.6,3.7,32.1,7.9,4.4,15.3,1.6,NA,1250,2017-10-03,2017-09-24,2017-10-01,FALSE,Demoskop
2017-sep,YouGov,16,5.5,9.4,3.1,26.3,7.5,3.1,25.3,2,24,1520,2017-09-20,2017-09-14,2017-09-18,TRUE,YouGov
2017-sep,Ipsos,16,6,13,3,29,7,4,18,3,17,2043,2017-09-19,2017-09-07,2017-09-18,FALSE,Ipsos
2017-sep,Sifo,17.4,5,11.9,3.7,29.7,7.4,4.5,17.8,2,NA,10420,2017-09-16,2017-09-04,2017-09-14,FALSE,Sifo
2017-sep,Sentio,17,4.7,11.5,3.1,25.3,6.9,4.1,23.4,2.8,24,1050,2017-09-16,2017-09-08,2017-09-11,FALSE,Sentio
2017-sep,Inizio,16.5,3.6,12.3,4.7,28.8,6.5,3.5,19.9,1.5,9.3,2066,2017-09-09,2017-09-01,2017-09-06,FALSE,Inizio
2017-sep,Demoskop,17.3,5.2,11.2,2.8,30.3,8,4.6,18.1,2,NA,1253,2017-09-08,2017-08-29,2017-09-05,FALSE,Demoskop
2017-sep,Novus,16.3,5.4,12,3.9,29.7,6.8,4.8,18.1,NA,NA,4001,2017-09-07,2017-08-07,2017-09-03,FALSE,Novus
2017-aug,Ipsos,16.83168,5.940594,10.891089,2.970297,28.71287,7.920792,4.950495,18.81188,1.980198,16,1633,2017-08-22,2017-08-10,2017-08-21,FALSE,Ipsos
2017-aug,Sifo,16.2,6.2,12.4,3.6,30,6.4,4.1,18.3,1.9,13.1,10625,2017-08-19,2017-08-07,2017-08-17,FALSE,Sifo
2017-aug,Sentio,15.1,4.1,10.5,3.2,23.5,8.6,4.3,27.4,2.4,25,749,2017-08-17,2017-08-11,2017-08-14,FALSE,Sentio
2017-aug,YouGov,16.1,4.6,11.5,2.9,25.4,8.2,4.3,23.6,2.2,NA,1171,2017-08-16,2017-08-11,2017-08-15,FALSE,YouGov
2017-aug,Inizio,16,4.1,12.9,4.8,28.7,6.8,2.6,20.1,1.6,9.7,2037,2017-08-16,2017-08-07,2017-08-14,FALSE,Inizio
2017-aug,Novus,15.2,5.5,12.8,4.3,29.3,7.6,3.9,18.7,1.8,NA,2000,2017-08-10,2017-07-31,2017-08-06,FALSE,Novus
2017-aug,Demoskop,17.2,6.4,12.9,4,28.4,7.4,4.4,16.6,1.6,NA,1250,2017-08-09,2017-08-01,2017-08-08,FALSE,Demoskop
2017-jul,Sentio,12.7,5.7,11.6,3.8,22.4,9.2,3.8,26.8,1.8,NA,825,2017-07-23,2017-07-14,2017-07-19,FALSE,Sentio
2017-jul,YouGov,17.8,5.3,10.5,2.6,24.9,8,4.1,23,2.4,NA,NA,2017-07-16,2017-07-15,2017-07-15,TRUE,YouGov
2017-jul,Skop,15,6.4,12.8,3,27.1,7.3,4.4,20.2,3,5,1285,2017-07-10,2017-06-07,2017-07-06,FALSE,Skop
2017-jul,Demoskop,15.7,6.7,11.9,2.6,27,8,4.9,20.1,1.8,NA,1251,2017-07-05,2017-06-28,2017-07-04,FALSE,Demoskop
2017-jul,Inizio,16.8,4.7,12.4,4,27.1,7,3.1,21.1,1.4,8.8,5059,2017-07-01,2017-06-16,2017-06-29,FALSE,Inizio
2017-jun,Novus,15.9,5.8,12.5,3.3,27.3,8.4,4.5,20,1.3,NA,3004,2017-06-29,2017-06-05,2017-06-25,FALSE,Novus
2017-jun,Ipsos,16,7,12,3,29,8,4,18,2,12,1633,2017-06-22,2017-06-07,2017-06-19,FALSE,Ipsos
2017-jun,YouGov,17.4,5.3,11.7,3.4,22.3,8,4.2,24,2.5,17,1509,2017-06-21,2017-06-16,2017-06-20,FALSE,YouGov
2017-jun,Novus,16.6,5.6,13.3,3.1,27.3,7.6,4.3,19.3,2,7.5,4002,2017-06-18,2017-05-08,2017-06-04,FALSE,Novus
2017-jun,Sifo,15.9,6.2,13.4,2.9,29.2,7.7,4,18,2.1,11.7,12022,2017-06-18,2017-06-05,2017-06-15,FALSE,Sifo
2017-jun,Inizio,16.4,4.2,12.8,4.4,27.4,6.7,3.1,20.4,NA,9,2093,2017-06-17,2017-06-06,2017-06-13,FALSE,Inizio
2017-jun,Sentio,15.9,4.2,11.2,3.5,24.7,7.9,3.1,25,2.5,NA,731,2017-06-08,2017-06-01,2017-06-05,FALSE,Sentio
2017-jun,Demoskop,18.2,4.8,11,2.6,26.7,8.9,3.1,20.2,2.6,NA,1251,2017-06-08,2017-05-30,2017-06-07,FALSE,Demoskop
2017-maj,SCB,18.1,5,11.3,3.2,31.1,6.3,4.5,18.4,NA,NA,4808,2017-06-01,2017-04-28,2017-05-28,FALSE,SCB
2017-maj,Ipsos,15,7,13,4,26,9,3,19,2,NA,1612,2017-05-24,2017-05-09,2017-05-22,FALSE,Ipsos
2017-maj,Inizio,16.8,4.7,13.6,4.2,25.7,7.2,3,20.8,NA,NA,2065,2017-05-19,2017-05-10,2017-05-17,FALSE,Inizio
2017-maj,YouGov,16,5.4,12.8,2.9,25.3,8.1,2.1,23.6,2.6,25,1515,2017-05-17,2017-05-11,2017-05-15,FALSE,YouGov
2017-maj,Sifo,17.5,5.7,12.6,2.7,29.5,7.8,3.7,16.6,2.6,14.2,1940,2017-05-14,2017-05-02,2017-05-11,FALSE,Sifo
2017-maj,Novus,16.4,5.3,12.2,3.9,28.3,7.5,4.3,19.5,1.9,8.5,3002,2017-05-11,2017-04-27,2017-05-07,FALSE,Novus
2017-maj,Sentio,17.9,4.8,10.6,2.5,24,8.1,4.1,23.2,2.6,NA,764,2017-05-10,2017-05-05,2017-05-08,FALSE,Sentio
2017-maj,Demoskop,18,5.5,12.8,3.7,27.8,6.6,4.6,17.3,3.3,NA,1250,2017-05-04,2017-04-28,2017-05-03,FALSE,Demoskop
2017-maj,Inizio,16.8,5,13.3,4.7,26.5,6.9,2.9,20.7,NA,NA,2200,2017-05-03,2017-04-24,2017-05-01,FALSE,Inizio
2017-apr,Ipsos,17,6,12,4,29,8,3,18,2,NA,1621,2017-04-29,2017-04-04,2017-04-19,FALSE,Ipsos
2017-apr,Sifo,18.1,5.5,13,2.6,29.2,7.8,5,16.5,NA,NA,1947,2017-04-28,2017-04-18,2017-04-27,FALSE,Sifo
2017-apr,Inizio,16.8,4.4,12.5,4.6,28.3,6.7,2.5,21.2,NA,NA,2065,2017-04-20,2017-04-10,2017-04-17,FALSE,Inizio
2017-apr,YouGov,15.6,5.5,12.8,3.6,24.1,6.3,2.7,25.6,2.5,21,1513,2017-04-19,2017-04-12,2017-04-18,FALSE,YouGov
2017-apr,Novus,16.4,5.2,12.6,3.4,28.2,7.4,4.2,19,2.5,9.3,4008,2017-04-19,2017-03-20,2017-04-16,FALSE,Novus
2017-apr,Sifo,17.5,5.4,13.8,2.9,29.9,8.2,3.2,16.7,1.8,NA,1943,2017-04-15,2017-04-03,2017-04-12,FALSE,Sifo
2017-apr,Sentio,15.8,4.8,8.7,3.7,23.3,7.2,4.8,27.2,2.2,NA,764,2017-04-12,2017-04-07,2017-04-10,FALSE,Sentio
2017-apr,Demoskop,17.8,6,13.5,2.8,26.2,7.4,5.7,17.8,1.8,NA,1250,2017-04-07,2017-03-28,2017-04-06,FALSE,Demoskop
2017-mar,Novus,18,5.9,12.2,3.2,26.7,7.1,3.6,19.2,2,9,4002,2017-03-23,2017-02-20,2017-03-19,FALSE,Novus
2017-mar,Ipsos,16.83168,6.930693,12.871287,2.970297,26.73267,7.920792,4.950495,17.82178,1.980198,NA,1618,2017-03-22,2017-03-09,2017-03-19,FALSE,Ipsos
2017-mar,YouGov,15.4,6.5,12.5,3,22,8.7,3.5,23.9,3.4,23,1503,2017-03-22,2017-03-17,2017-03-20,FALSE,YouGov
2017-mar,Sifo,18.4,5.7,14.2,2.8,28.7,7.1,4.5,16.7,1.3,NA,1944,2017-03-18,2017-03-06,2017-03-16,FALSE,Sifo
2017-mar,Sentio,15.2,3.9,11,2.4,24.1,8.9,3.4,26,3,NA,1000,2017-03-17,2017-03-09,2017-03-13,FALSE,Sentio
2017-mar,Inizio,17.6,4.7,12.1,4,25.7,7.1,3.1,22.2,1.6,8.1,2304,2017-03-16,2017-03-08,2017-03-14,FALSE,Inizio
2017-mar,Demoskop,16.6,5.1,12.1,3,27.8,7.9,5.7,18.2,2,15.7,1252,2017-03-10,2017-02-28,2017-03-07,FALSE,Demoskop
2017-feb,Sentio,16.7,4.6,10.7,3,23.2,8.2,3.6,26.9,1.7,NA,1000,2017-02-23,2017-02-16,2017-02-20,FALSE,Sentio
2017-feb,Novus,19.1,5.3,11.5,3.1,27.1,7.8,4.5,18.5,2.3,7.8,4005,2017-02-23,2017-01-23,2017-02-19,FALSE,Novus
2017-feb,Ipsos,20,6,12,3,27,7,4,17,2,NA,1639,2017-02-22,2017-02-08,2017-02-20,FALSE,Ipsos
2017-feb,YouGov,17,4.2,11.8,3.6,23.5,8.1,3.9,23.9,2.5,25,1510,2017-02-22,2017-02-17,2017-02-20,FALSE,YouGov
2017-feb,Sifo,20.4,5.6,11.8,3.6,27.5,6.9,4.9,16.8,1.9,14.3,1943,2017-02-18,2017-02-06,2017-02-16,FALSE,Sifo
2017-feb,Inizio,19.8,5.4,10.9,4.2,25,7.3,3.7,21.5,1.2,8.8,2385,2017-02-16,2017-02-05,2017-02-14,FALSE,Inizio
2017-feb,Sifo,19.8,5.9,11.6,3.9,27.3,7.4,4.6,16.5,2.1,18.3,1254,2017-02-10,2017-01-23,2017-02-07,FALSE,Sifo
2017-feb,Demoskop,18.5,5.8,11.1,3.6,26.9,9,4.7,17.5,2.1,18.3,1254,2017-02-09,2017-01-31,2017-02-08,FALSE,Demoskop
2017-jan,Ipsos,23,7,9,3,25,8,4,16,2,NA,1652,2017-01-31,2017-01-12,2017-01-22,FALSE,Ipsos
2017-jan,Novus,22.4,5.4,9.3,3.3,26.9,7.7,4.4,17.7,2,7.8,3002,2017-01-26,2017-01-02,2017-01-22,FALSE,Novus
2017-jan,Sentio,18.4,5.5,8.9,3.9,21.8,9.1,5.4,22.3,3,NA,1029,2017-01-23,2017-01-12,2017-01-18,FALSE,Sentio
2017-jan,YouGov,21.4,4.5,8.9,2.8,21.5,8.1,3.9,24.7,2.6,17,1529,2017-01-22,2017-01-12,2017-01-16,FALSE,YouGov
2017-jan,Sifo,21.9,5.3,9.3,2.6,29.7,8,4.3,16,2.1,14.7,1944,2017-01-21,2017-01-09,2017-01-19,FALSE,Sifo
2017-jan,Inizio,21.3,4.7,9.7,3.7,25.8,6.9,4.3,21.5,1,8.8,2048,2017-01-19,2017-01-09,2017-01-17,FALSE,Inizio
2017-jan,Skop,21.3,5.8,10.7,3,28.5,7.3,5.2,15.4,1.6,12,1004,2017-01-15,2016-12-15,2017-01-15,TRUE,Skop
2017-jan,Demoskop,24.3,4.7,9.4,2.6,26.7,8.1,4.7,16.2,2.1,13.8,1251,2017-01-13,2017-01-03,2017-01-10,FALSE,Demoskop
2016-dec,YouGov,19,4.9,8.4,4.2,24.3,7.2,3.2,24.2,3.3,18,1518,2016-12-22,2016-12-16,2016-12-20,FALSE,YouGov
2016-dec,Novus,21.8,5.4,9.3,3,27.3,7.4,4.9,17.9,2,6.9,4005,2016-12-20,2016-11-21,2016-12-18,FALSE,Novus
2016-dec,Sifo,22.2,6,9.1,3.6,27.6,8.4,5.2,15.2,1.6,13.4,1925,2016-12-17,2016-12-05,2016-12-15,FALSE,Sifo
2016-dec,Sentio,18.3,6.4,8.1,3.7,23.8,9.2,3.6,22.6,2,NA,1039,2016-12-16,2016-12-08,2016-12-14,FALSE,Sentio
2016-dec,Inizio,21.6,5.3,8.8,4,26.2,7.7,3.5,20.6,1.3,7,2287,2016-12-16,2016-12-05,2016-12-16,FALSE,Inizio
2016-dec,Ipsos,22,7,9,3,26,7,5,17,2,14,1723,2016-12-16,2016-12-01,2016-12-12,FALSE,Ipsos
2016-dec,Demoskop,22.3,4.8,9.2,3.2,25.8,7.5,5.2,18.5,2.5,NA,1252,2016-12-09,2016-11-29,2016-12-06,FALSE,Demoskop
2016-dec,SCB,22.8,5,7.1,3.1,29.2,7.7,4.5,17.5,NA,NA,5021,2016-12-01,2016-10-28,2016-11-27,FALSE,SCB
2016-nov,Novus,23.1,5.6,8,3,26.6,7.5,5.1,17.8,2.4,7.4,4003,2016-11-24,2016-10-24,2016-11-20,FALSE,Novus
2016-nov,Ipsos,23,6,8,3,27,7,4,17,3,14,2076,2016-11-22,2016-11-10,2016-11-21,FALSE,Ipsos
2016-nov,Sentio,20.5,4.8,8.1,3.4,20.8,9.1,3,25,3.4,NA,773,2016-11-22,2016-11-17,2016-11-22,FALSE,Sentio
2016-nov,Sifo,23.1,6.5,8.7,3.5,27.5,7.5,4.4,15.8,2.1,12.7,1936,2016-11-20,2016-11-07,2016-11-17,FALSE,Sifo
2016-nov,Inizio,22,4.1,8.6,3.5,25.6,8,4.2,21.5,1.8,8,2051,2016-11-16,2016-11-07,2016-11-15,FALSE,Inizio
2016-nov,YouGov,22.3,5.9,7.7,2.3,21.8,8,3.3,24.8,2.5,NA,1159,2016-11-16,2016-11-11,2016-11-14,FALSE,YouGov
2016-nov,Demoskop,23.6,4.8,7.8,2.5,27.8,8.4,4.6,17.6,2,NA,1251,2016-11-03,2016-10-25,2016-11-02,FALSE,Demoskop
2016-okt,Sentio,19.5,5.9,8.7,4.1,23.5,9.7,2.4,21.7,2.4,NA,1040,2016-10-28,2016-10-20,2016-10-26,FALSE,Sentio
2016-okt,Novus,22.9,5.7,8.3,2.9,26.2,7.5,4.5,18.7,2.2,8.7,4004,2016-10-27,2016-09-26,2016-10-23,FALSE,Novus
2016-okt,Ipsos,24,7,7,2,25,8,5,19,2,13,1706,2016-10-26,2016-10-13,2016-10-24,FALSE,Ipsos
2016-okt,Inizio,23.4,4.9,8.1,3.9,24.5,7.5,4.2,20,2,9.1,2359,2016-10-21,2016-10-13,2016-10-19,FALSE,Inizio
2016-okt,YouGov,22.4,5.1,6.4,4.9,22.2,7.7,3.2,24.3,2.5,NA,1139,2016-10-19,2016-10-14,2016-10-18,FALSE,YouGov
2016-okt,Sifo,25,5.4,8.3,2.8,25.9,8.2,4.7,16.8,2.1,12.8,1936,2016-10-15,2016-10-03,2016-10-13,FALSE,Sifo
2016-okt,Demoskop,22.7,5,8.1,3.7,28.7,6.4,4.1,16.9,2.6,NA,1253,2016-10-10,2016-09-27,2016-10-05,FALSE,Demoskop
2016-sep,Novus,24.6,4.7,7.5,3.3,26.8,7.6,4.9,17.7,2.1,6.4,4003,2016-09-29,2016-08-29,2016-09-25,FALSE,Novus
2016-sep,Inizio,24.2,4.3,8.6,3.9,25.2,8.2,3.7,18.9,1.9,7.9,2308,2016-09-23,2016-09-12,2016-09-22,FALSE,Inizio
2016-sep,YouGov,23,4.9,6.2,2.9,23.2,7.1,3.9,25.2,2.6,NA,1523,2016-09-22,2016-09-16,2016-09-19,FALSE,YouGov
2016-sep,Ipsos,24,6,7,4,26,7,4,19,2,13,1727,2016-09-21,2016-09-09,2016-09-19,FALSE,Ipsos
2016-sep,Sifo,24.8,5.2,8.4,3,28,7.6,4.2,15.6,2.1,12.1,1935,2016-09-19,2016-09-05,2016-09-15,FALSE,Sifo
2016-sep,Sentio,21,4.9,6.8,2.8,21.5,8.6,4.8,24.5,2.8,NA,1020,2016-09-19,2016-09-08,2016-09-13,FALSE,Sentio
2016-sep,Demoskop,23.9,4.3,7.1,3,27,8.6,4.8,17.9,2.2,NA,1256,2016-09-09,2016-08-30,2016-09-07,FALSE,Demoskop
2016-aug,Novus,25.3,5.1,7.6,3.2,26.4,7.7,4.4,17.2,2.1,6.6,4011,2016-08-31,2016-08-01,2016-08-28,FALSE,Novus
2016-aug,Sentio,21.6,4.2,6.2,3.5,22.8,10.9,3.5,23.5,2.6,NA,1019,2016-08-24,2016-08-16,2016-08-21,FALSE,Sentio
2016-aug,Ipsos,25,5,8,3,26,7,4,18,3,13,1833,2016-08-23,2016-08-14,2016-08-22,FALSE,Ipsos
2016-aug,Sifo,26.3,4.8,8,4,27.1,6.8,4.4,15.6,2.3,13.5,1933,2016-08-22,2016-08-08,2016-08-18,FALSE,Sifo
2016-aug,YouGov,23.6,4,6.5,3.1,22.9,8,2.8,24.8,3.3,NA,1523,2016-08-19,2016-08-12,2016-08-16,FALSE,YouGov
2016-aug,YouGov,23.8,3.3,7.5,3.7,22.6,7.9,3,25,1.9,NA,NA,2016-08-19,2016-07-01,2016-07-31,TRUE,YouGov
2016-aug,Inizio,24.6,4.5,8.3,3.8,26.1,9.4,3.2,17.9,1.7,8,2041,2016-08-19,2016-08-10,2016-08-18,FALSE,Inizio
2016-jul,Demoskop,24.7,5.7,7.9,3.3,26,7.6,4.8,16.8,2.2,NA,1250,2016-07-09,2016-06-28,2016-07-05,FALSE,Demoskop
2016-jun,Skop,26.4,5.7,7.7,2.2,29.6,7.2,4.6,14.1,1.9,7,1021,2016-06-30,2016-06-01,2016-06-20,TRUE,Skop
2016-jun,Novus,26,5,6.7,2.8,26.2,7.5,4.3,18.2,2.4,5.8,4001,2016-06-30,2016-05-30,2016-06-26,FALSE,Novus
2016-jun,YouGov,24.4,3.3,7.4,4,22.7,7.4,3.2,23.3,3.1,NA,1511,2016-06-23,2016-06-14,2016-06-16,FALSE,YouGov
2016-jun,Sifo,27.4,5.8,6.3,3.2,26.4,7.1,4.4,15.8,2.7,14.6,1937,2016-06-20,2016-06-07,2016-06-16,FALSE,Sifo
2016-jun,Inizio,23.7,4.2,7.9,4.8,25.4,8,3.6,19.5,1.5,8.6,2055,2016-06-17,2016-06-06,2016-06-15,FALSE,Inizio
2016-jun,Sentio,21,3.9,8,2.8,22.9,6.9,5.3,24.5,2.9,NA,1008,2016-06-13,2016-06-02,2016-06-06,FALSE,Sentio
2016-jun,Demoskop,24.7,5.1,6.9,3.5,26.4,6.9,5.3,17.4,2.3,NA,1250,2016-06-13,2016-05-31,2016-06-08,FALSE,Demoskop
2016-maj,SCB,24.7,5.4,6.1,3.1,29.5,6.8,4.7,17.3,NA,NA,4838,2016-05-31,2016-04-28,2016-05-26,FALSE,SCB
2016-maj,Novus,27.9,5.6,6.4,3.2,23.8,7.7,4.5,17.8,2.2,6.9,3005,2016-05-30,2016-05-09,2016-05-29,FALSE,Novus
2016-maj,Ipsos,24.5,7.1,6.1,3.2,27.8,7.4,3.5,17.1,1.8,17.1,1203,2016-05-28,2016-05-16,2016-05-25,FALSE,Ipsos
2016-maj,YouGov,22.1,5.3,7.9,4.6,22.6,7.5,2.8,22.9,2.8,NA,1524,2016-05-26,2016-05-19,2016-05-23,FALSE,YouGov
2016-maj,Sentio,22.1,4.5,5,3.7,24.8,7.8,4.5,23.7,1.8,NA,1045,2016-05-21,2016-05-12,2016-05-18,FALSE,Sentio
2016-maj,Inizio,23.9,4.7,7.5,5,24.3,9.6,4.4,18.8,1.4,8.6,2284,2016-05-20,2016-05-09,2016-05-19,FALSE,Inizio
2016-maj,Sifo,25.7,6.2,6.3,4,26.5,7.9,4.1,16.1,2.1,14.8,1937,2016-05-18,2016-05-02,2016-05-12,FALSE,Sifo
2016-maj,Novus,25.7,6.5,6,3.3,25.9,7.3,4.5,17.7,2.5,6.7,3005,2016-05-12,2016-04-18,2016-05-08,FALSE,Novus
2016-maj,Demoskop,25.5,5.6,7.4,3.3,24.9,8,5.1,16.4,2.3,11.7,1254,2016-05-09,2016-04-26,2016-05-03,FALSE,Demoskop
2016-maj,Sifo,27.4,5.4,5.9,4.3,26.5,8.2,4.3,15.3,1.6,15.2,1936,2016-05-05,2016-04-25,2016-05-03,FALSE,Sifo
